 date       | timestamp                       | value
 2020-04-14 | 2020-04-14 09:57:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:58:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:58:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:58:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:58:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:59:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:59:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:59:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:59:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:00:00.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:00:15.000000+0000 |    27
 2020-04-14 | 2020-04-14 10:00:30.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:00:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:01:00.000000+0000 |    97
 2020-04-14 | 2020-04-14 10:01:15.000000+0000 |   108
 2020-04-14 | 2020-04-14 10:01:30.000000+0000 |     7
 2020-04-14 | 2020-04-14 10:01:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:02:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:02:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:02:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:02:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:03:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:03:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:03:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:03:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:04:00.000000+0000 |    15
 2020-04-14 | 2020-04-14 10:04:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:04:30.000000+0000 |    26
 2020-04-14 | 2020-04-14 10:04:45.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:05:00.000000+0000 |    29
 2020-04-14 | 2020-04-14 10:05:15.000000+0000 |   105
 2020-04-14 | 2020-04-14 10:05:30.000000+0000 |    90
 2020-04-14 | 2020-04-14 10:05:45.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:06:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:06:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:06:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:06:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:07:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:07:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:07:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:07:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:08:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:08:15.000000+0000 |    14
 2020-04-14 | 2020-04-14 10:08:30.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:08:45.000000+0000 |    29
 2020-04-14 | 2020-04-14 10:09:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:09:15.000000+0000 |    54
 2020-04-14 | 2020-04-14 10:09:30.000000+0000 |   139
 2020-04-14 | 2020-04-14 10:09:45.000000+0000 |    33
 2020-04-14 | 2020-04-14 10:10:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:10:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:10:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:10:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:11:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:11:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:11:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:11:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:12:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:12:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:12:30.000000+0000 |    15
 2020-04-14 | 2020-04-14 10:12:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:13:00.000000+0000 |    26
 2020-04-14 | 2020-04-14 10:13:15.000000+0000 |    27
 2020-04-14 | 2020-04-14 10:13:30.000000+0000 |    48
 2020-04-14 | 2020-04-14 10:13:45.000000+0000 |   150
 2020-04-14 | 2020-04-14 10:14:00.000000+0000 |    27
 2020-04-14 | 2020-04-14 10:14:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:14:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:14:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:15:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:15:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:15:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:15:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:16:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:16:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:16:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:16:45.000000+0000 |    21
 2020-04-14 | 2020-04-14 10:17:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:17:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:17:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:17:45.000000+0000 |    73
 2020-04-14 | 2020-04-14 10:18:00.000000+0000 |   137
 2020-04-14 | 2020-04-14 10:18:15.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:18:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:18:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:19:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:19:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:19:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:19:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:20:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:20:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:20:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:20:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:21:00.000000+0000 |    22
 2020-04-14 | 2020-04-14 10:21:15.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:21:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:21:45.000000+0000 |    27
 2020-04-14 | 2020-04-14 10:22:00.000000+0000 |    80
 2020-04-14 | 2020-04-14 10:22:15.000000+0000 |   128
 2020-04-14 | 2020-04-14 10:22:30.000000+0000 |     6
 2020-04-14 | 2020-04-14 10:22:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:23:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:23:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:23:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:23:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:24:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:24:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:24:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:24:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:25:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:25:15.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:25:30.000000+0000 |    27
 2020-04-14 | 2020-04-14 10:25:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:26:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:26:15.000000+0000 |    77
 2020-04-14 | 2020-04-14 10:26:30.000000+0000 |   131
 2020-04-14 | 2020-04-14 10:26:45.000000+0000 |     7
 2020-04-14 | 2020-04-14 10:27:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:27:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:27:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:27:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:28:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:28:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:28:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:28:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:29:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:29:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:29:30.000000+0000 |    27
 2020-04-14 | 2020-04-14 10:29:45.000000+0000 |    26
 2020-04-14 | 2020-04-14 10:30:00.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:30:15.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:30:30.000000+0000 |    90
 2020-04-14 | 2020-04-14 10:30:45.000000+0000 |   116
 2020-04-14 | 2020-04-14 10:31:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:31:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:31:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:31:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:32:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:32:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:32:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:32:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:33:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:33:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:33:30.000000+0000 |    12
 2020-04-14 | 2020-04-14 10:33:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:34:00.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:34:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:34:30.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:34:45.000000+0000 |    95
 2020-04-14 | 2020-04-14 10:35:00.000000+0000 |   107
 2020-04-14 | 2020-04-14 10:35:15.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:35:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:35:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:36:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:36:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:36:30.000000+0000 |    12
 2020-04-14 | 2020-04-14 10:36:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:37:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:37:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:37:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:37:45.000000+0000 |    16
 2020-04-14 | 2020-04-14 10:38:00.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:38:15.000000+0000 |    28
 2020-04-14 | 2020-04-14 10:38:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:38:45.000000+0000 |    71
 2020-04-14 | 2020-04-14 10:39:00.000000+0000 |   141
 2020-04-14 | 2020-04-14 10:39:15.000000+0000 |     7
 2020-04-14 | 2020-04-14 10:39:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:39:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:40:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:40:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:40:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:40:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:41:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:41:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:41:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:41:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:42:00.000000+0000 |    22
 2020-04-14 | 2020-04-14 10:42:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:42:30.000000+0000 |    23
 2020-04-14 | 2020-04-14 10:42:45.000000+0000 |    22
 2020-04-14 | 2020-04-14 10:43:00.000000+0000 |    55
 2020-04-14 | 2020-04-14 10:43:15.000000+0000 |   157
 2020-04-14 | 2020-04-14 10:43:30.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:43:45.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:44:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:44:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:44:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:44:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:45:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:45:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:45:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:45:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:46:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:46:15.000000+0000 |    22
 2020-04-14 | 2020-04-14 10:46:30.000000+0000 |    26
 2020-04-14 | 2020-04-14 10:46:45.000000+0000 |    26
 2020-04-14 | 2020-04-14 10:47:00.000000+0000 |    28
 2020-04-14 | 2020-04-14 10:47:15.000000+0000 |    94
 2020-04-14 | 2020-04-14 10:47:30.000000+0000 |   111
 2020-04-14 | 2020-04-14 10:47:45.000000+0000 |     8
 2020-04-14 | 2020-04-14 10:48:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:48:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:48:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:48:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:49:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:49:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:49:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:49:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:50:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:50:15.000000+0000 |    15
 2020-04-14 | 2020-04-14 10:50:30.000000+0000 |    22
 2020-04-14 | 2020-04-14 10:50:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:51:00.000000+0000 |    26
 2020-04-14 | 2020-04-14 10:51:15.000000+0000 |    40
 2020-04-14 | 2020-04-14 10:51:30.000000+0000 |   134
 2020-04-14 | 2020-04-14 10:51:45.000000+0000 |    52
 2020-04-14 | 2020-04-14 10:52:00.000000+0000 |     7
 2020-04-14 | 2020-04-14 10:52:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:52:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:52:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:53:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:53:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:53:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:53:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:54:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:54:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:54:30.000000+0000 |    12
 2020-04-14 | 2020-04-14 10:54:45.000000+0000 |    27
 2020-04-14 | 2020-04-14 10:55:00.000000+0000 |    28
 2020-04-14 | 2020-04-14 10:55:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:55:30.000000+0000 |    46
 2020-04-14 | 2020-04-14 10:55:45.000000+0000 |   129
 2020-04-14 | 2020-04-14 10:56:00.000000+0000 |    47
 2020-04-14 | 2020-04-14 10:56:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:56:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:56:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:57:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 10:57:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:57:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:57:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:58:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:58:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 10:58:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 10:58:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:59:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:59:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 10:59:30.000000+0000 |    25
 2020-04-14 | 2020-04-14 10:59:45.000000+0000 |    83
 2020-04-14 | 2020-04-14 11:00:00.000000+0000 |   124
 2020-04-14 | 2020-04-14 11:00:15.000000+0000 |     8
 2020-04-14 | 2020-04-14 11:00:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:00:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:01:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:01:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:01:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:01:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:02:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:02:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:02:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:02:45.000000+0000 |    16
 2020-04-14 | 2020-04-14 11:03:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:03:15.000000+0000 |    26
 2020-04-14 | 2020-04-14 11:03:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:03:45.000000+0000 |    51
 2020-04-14 | 2020-04-14 11:04:00.000000+0000 |   145
 2020-04-14 | 2020-04-14 11:04:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:04:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:04:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:05:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:05:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:05:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:05:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:06:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:06:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:06:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:06:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:07:00.000000+0000 |    16
 2020-04-14 | 2020-04-14 11:07:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:07:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:07:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 11:08:00.000000+0000 |    52
 2020-04-14 | 2020-04-14 11:08:15.000000+0000 |   143
 2020-04-14 | 2020-04-14 11:08:30.000000+0000 |    31
 2020-04-14 | 2020-04-14 11:08:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:09:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:09:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:09:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:09:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:10:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:10:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:10:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:10:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:11:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:11:15.000000+0000 |    15
 2020-04-14 | 2020-04-14 11:11:30.000000+0000 |    23
 2020-04-14 | 2020-04-14 11:11:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 11:12:00.000000+0000 |    21
 2020-04-14 | 2020-04-14 11:12:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:12:30.000000+0000 |   106
 2020-04-14 | 2020-04-14 11:12:45.000000+0000 |    98
 2020-04-14 | 2020-04-14 11:13:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:13:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:13:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:13:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:14:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:14:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:14:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:14:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:15:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:15:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:15:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:15:45.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:16:00.000000+0000 |    26
 2020-04-14 | 2020-04-14 11:16:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:16:30.000000+0000 |    28
 2020-04-14 | 2020-04-14 11:16:45.000000+0000 |    96
 2020-04-14 | 2020-04-14 11:17:00.000000+0000 |   105
 2020-04-14 | 2020-04-14 11:17:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:17:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:17:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:18:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:18:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:18:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:18:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:19:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 11:19:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:19:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:19:45.000000+0000 |    12
 2020-04-14 | 2020-04-14 11:20:00.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:20:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:20:30.000000+0000 |    26
 2020-04-14 | 2020-04-14 11:20:45.000000+0000 |    34
 2020-04-14 | 2020-04-14 11:21:00.000000+0000 |   118
 2020-04-14 | 2020-04-14 11:21:15.000000+0000 |    73
 2020-04-14 | 2020-04-14 11:21:30.000000+0000 |     8
 2020-04-14 | 2020-04-14 11:21:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:22:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:22:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:22:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:22:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:23:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:23:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:23:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:23:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:24:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:24:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:24:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:24:45.000000+0000 |    27
 2020-04-14 | 2020-04-14 11:25:00.000000+0000 |    35
 2020-04-14 | 2020-04-14 11:25:15.000000+0000 |   111
 2020-04-14 | 2020-04-14 11:25:30.000000+0000 |    82
 2020-04-14 | 2020-04-14 11:25:45.000000+0000 |     8
 2020-04-14 | 2020-04-14 11:26:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:26:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:26:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:26:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:27:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:27:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:27:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:27:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:28:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:28:15.000000+0000 |    12
 2020-04-14 | 2020-04-14 11:28:30.000000+0000 |    29
 2020-04-14 | 2020-04-14 11:28:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:29:00.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:29:15.000000+0000 |    45
 2020-04-14 | 2020-04-14 11:29:30.000000+0000 |   143
 2020-04-14 | 2020-04-14 11:29:45.000000+0000 |    35
 2020-04-14 | 2020-04-14 11:30:00.000000+0000 |     7
 2020-04-14 | 2020-04-14 11:30:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:30:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:30:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:31:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:31:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:31:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:31:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:32:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:32:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:32:30.000000+0000 |    12
 2020-04-14 | 2020-04-14 11:32:45.000000+0000 |    26
 2020-04-14 | 2020-04-14 11:33:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:33:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:33:30.000000+0000 |    43
 2020-04-14 | 2020-04-14 11:33:45.000000+0000 |   130
 2020-04-14 | 2020-04-14 11:34:00.000000+0000 |    53
 2020-04-14 | 2020-04-14 11:34:15.000000+0000 |     7
 2020-04-14 | 2020-04-14 11:34:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:34:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:35:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:35:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:35:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:35:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:36:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:36:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:36:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:36:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:37:00.000000+0000 |    26
 2020-04-14 | 2020-04-14 11:37:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 11:37:30.000000+0000 |    21
 2020-04-14 | 2020-04-14 11:37:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:38:00.000000+0000 |    89
 2020-04-14 | 2020-04-14 11:38:15.000000+0000 |   116
 2020-04-14 | 2020-04-14 11:38:30.000000+0000 |     7
 2020-04-14 | 2020-04-14 11:38:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:39:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:39:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:39:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 11:39:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:40:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:40:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:40:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:40:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:41:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:41:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 11:41:30.000000+0000 |    27
 2020-04-14 | 2020-04-14 11:41:45.000000+0000 |    28
 2020-04-14 | 2020-04-14 11:42:00.000000+0000 |    43
 2020-04-14 | 2020-04-14 11:42:15.000000+0000 |   125
 2020-04-14 | 2020-04-14 11:42:30.000000+0000 |    57
 2020-04-14 | 2020-04-14 11:42:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 11:43:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 11:43:15.000000+0000 |    10
